,country,Variety,Points,Price
0,Argentina,Barbera,85.0,18.0
1,Argentina,Bonarda,86.5047619047619,16.62857142857143
2,Argentina,Bordeaux-style Red Blend,89.82022471910112,41.54651162790697
3,Argentina,Bordeaux-style White Blend,83.0,14.0
4,Argentina,Cabernet Blend,88.25,36.25
5,Argentina,Cabernet Franc,89.421875,45.109375
6,Argentina,Cabernet Franc-Cabernet Sauvignon,88.66666666666667,40.666666666666664
7,Argentina,Cabernet Franc-Malbec,91.0,58.5
8,Argentina,Cabernet Sauvignon,86.04814814814814,19.488805970149254
9,Argentina,Cabernet Sauvignon-Cabernet Franc,84.0,18.0
10,Argentina,Cabernet Sauvignon-Malbec,86.91666666666667,44.583333333333336
11,Argentina,Cabernet Sauvignon-Merlot,87.0,19.0
12,Argentina,Cabernet Sauvignon-Shiraz,85.33333333333333,10.0
13,Argentina,Cabernet Sauvignon-Syrah,86.0,15.0
14,Argentina,Cabernet-Malbec,86.0,11.0
15,Argentina,Cabernet-Syrah,88.0,16.0
16,Argentina,Champagne Blend,85.125,22.571428571428573
17,Argentina,Chardonnay,84.9457627118644,17.453287197231834
18,Argentina,Chardonnay-Sauvignon,84.5,12.5
19,Argentina,Chardonnay-Semillon,81.0,13.0
20,Argentina,Chardonnay-Viognier,85.16666666666667,16.666666666666668
21,Argentina,Chenin Blanc,84.0,15.5
22,Argentina,Chenin Blanc-Chardonnay,85.8,11.0
23,Argentina,Gewürztraminer,84.0,25.0
24,Argentina,Malbec,87.50331125827815,27.95797198132088
25,Argentina,Malbec Blend,90.5,66.5
26,Argentina,Malbec-Bonarda,86.4,17.8
27,Argentina,Malbec-Cabernet,91.66666666666667,113.33333333333333
28,Argentina,Malbec-Cabernet Franc,88.7,38.8
29,Argentina,Malbec-Cabernet Sauvignon,88.42857142857143,41.482142857142854
30,Argentina,Malbec-Merlot,86.28571428571429,21.0
31,Argentina,Malbec-Petit Verdot,91.0,39.5
32,Argentina,Malbec-Syrah,85.625,15.0
33,Argentina,Malbec-Tannat,84.66666666666667,36.666666666666664
34,Argentina,Malbec-Tempranillo,86.5,11.0
35,Argentina,Merlot,85.03389830508475,17.75862068965517
36,Argentina,Merlot-Cabernet Franc,87.0,27.0
37,Argentina,Moscatel,81.0,11.0
38,Argentina,Moscato,82.18181818181819,9.636363636363637
39,Argentina,Nebbiolo,88.75,64.0
40,Argentina,Petit Verdot,88.5,37.6
41,Argentina,Pinot Grigio,83.77777777777777,10.88888888888889
42,Argentina,Pinot Gris,84.88888888888889,12.571428571428571
43,Argentina,Pinot Noir,85.64761904761905,22.980582524271846
44,Argentina,Red Blend,88.3974358974359,34.14537444933921
45,Argentina,Riesling,86.0,15.0
46,Argentina,Rosado,86.66666666666667,12.0
47,Argentina,Rosé,84.13157894736842,13.432432432432432
48,Argentina,Sangiovese,81.5,18.0
49,Argentina,Sauvignon Blanc,84.34615384615384,14.833333333333334
50,Argentina,Shiraz,84.375,8.625
51,Argentina,Shiraz-Malbec,90.0,16.0
52,Argentina,Sparkling Blend,84.62068965517241,17.517241379310345
53,Argentina,Syrah,85.78947368421052,17.375
54,Argentina,Syrah-Bonarda,87.0,13.0
55,Argentina,Syrah-Malbec,89.0,14.0
56,Argentina,Syrah-Viognier,90.66666666666667,58.333333333333336
57,Argentina,Sémillon,83.58333333333333,17.916666666666668
58,Argentina,Tannat,86.5,22.0
59,Argentina,Tempranillo,83.55,13.5
61,Argentina,Tocai,85.0,14.0
62,Argentina,Torrontés,85.48571428571428,13.53305785123967
63,Argentina,Trebbiano,83.0,9.0
64,Argentina,Trousseau,88.0,60.0
65,Argentina,Viognier,84.42857142857143,13.380952380952381
66,Argentina,White Blend,84.875,20.741935483870968
67,Australia,Bordeaux-style Red Blend,89.13793103448276,67.41379310344827
68,Australia,Cabernet Blend,88.66666666666667,37.333333333333336
69,Australia,Cabernet Merlot,86.8,23.4
70,Australia,Cabernet Sauvignon,89.25187969924812,35.44106463878327
71,Australia,Cabernet Sauvignon-Merlot,88.54545454545455,32.54545454545455
72,Australia,Cabernet Sauvignon-Merlot-Shiraz,91.0,20.0
73,Australia,Cabernet Sauvignon-Sangiovese,88.0,30.0
74,Australia,Cabernet Sauvignon-Shiraz,89.9090909090909,43.45454545454545
75,Australia,Cabernet-Shiraz,96.0,150.0
76,Australia,Champagne Blend,86.125,23.5
77,Australia,Chardonnay,87.3175,25.445569620253163
78,Australia,Chardonnay-Semillon,89.66666666666667,18.333333333333332
79,Australia,Chenin Blanc,87.0,16.0
80,Australia,Durif,86.0,32.5
81,Australia,G-S-M,89.38461538461539,28.76
82,Australia,Grenache,89.55263157894737,45.19736842105263
83,Australia,Grenache-Shiraz,88.0,25.5
84,Australia,Malbec,86.8,65.6
85,Australia,Marsanne,89.4,25.4
86,Australia,Marsanne-Roussanne,88.0,42.5
87,Australia,Mataro,90.5,62.166666666666664
88,Australia,Merlot,85.73684210526316,20.68421052631579
89,Australia,Montepulciano,91.0,25.0
90,Australia,Moscato,85.53846153846153,12.076923076923077
91,Australia,Mourvèdre,91.0,50.285714285714285
92,Australia,Mourvèdre-Syrah,92.0,18.0
93,Australia,Muscadelle,94.0,160.33333333333334
94,Australia,Muscat,92.07692307692308,90.07692307692308
95,Australia,Muscat Hamburg,90.0,22.0
96,Australia,Petit Verdot,88.0,20.0
97,Australia,Petite Sirah,87.33333333333333,20.833333333333332
98,Australia,Pinot Grigio,86.0,13.5
99,Australia,Pinot Gris,87.42857142857143,18.357142857142858
100,Australia,Pinot Noir,87.43939393939394,32.28346456692913
101,Australia,Port,88.0,13.0
102,Australia,Red Blend,87.83333333333333,29.318181818181817
103,Australia,Rhône-style Red Blend,88.16666666666667,24.916666666666668
104,Australia,Rhône-style White Blend,87.8,22.0
105,Australia,Riesling,88.9205298013245,22.244897959183675
106,Australia,Rosé,87.3,19.0
107,Australia,Roussanne,88.5,45.333333333333336
108,Australia,Sangiovese,87.83333333333333,15.8
109,Australia,Sauvignon,88.0,30.0
110,Australia,Sauvignon Blanc,86.98076923076923,17.291666666666668
111,Australia,Sauvignon Blanc-Semillon,87.68181818181819,21.727272727272727
112,Australia,Savagnin,87.5,15.0
113,Australia,Semillon-Chardonnay,85.0,8.0
114,Australia,Semillon-Sauvignon Blanc,85.63636363636364,20.363636363636363
115,Australia,Shiraz,89.64193548387097,47.29011345218801
116,Australia,Shiraz-Cabernet,86.66666666666667,56.333333333333336
117,Australia,Shiraz-Cabernet Sauvignon,87.51612903225806,20.620689655172413
118,Australia,Shiraz-Grenache,89.66666666666667,28.266666666666666
119,Australia,Shiraz-Malbec,90.0,20.0
120,Australia,Shiraz-Mourvèdre,89.0,18.5
121,Australia,Shiraz-Roussanne,90.0,29.0
122,Australia,Shiraz-Viognier,89.57894736842105,53.18421052631579
123,Australia,Sparkling Blend,87.06060606060606,20.87878787878788
124,Australia,Syrah,91.625,105.5
125,Australia,Sémillon,89.05,29.6
126,Australia,Tempranillo,89.66666666666667,22.0
127,Australia,Tokay,90.71428571428571,47.0
128,Australia,Verdelho,87.0,15.4
129,Australia,Vermentino,86.33333333333333,15.666666666666666
130,Australia,Viognier,88.3030303030303,23.125
131,Australia,Viognier-Marsanne,89.0,17.0
132,Australia,White Blend,86.83333333333333,18.5625
133,Australia,Zinfandel,88.33333333333333,29.333333333333332
134,Austria,Austrian Red Blend,89.51612903225806,35.166666666666664
135,Austria,Austrian white blend,90.32911392405063,32.721311475409834
136,Austria,Blauburgunder,93.0,19.0
137,Austria,Blaufränkisch,90.20093457943925,32.5
138,Austria,Bordeaux-style Red Blend,90.5,36.5
139,Austria,Cabernet Franc,92.0,47.0
140,Austria,Cabernet Franc-Merlot,92.0,60.0
142,Austria,Cabernet Sauvignon,87.4,31.2
143,Austria,Champagne Blend,88.0,23.0
144,Austria,Chardonnay,90.3015873015873,35.27777777777778
145,Austria,Chardonnay Weissburgunder,94.0,58.0
146,Austria,Chardonnay-Pinot Blanc,90.5,47.5
147,Austria,Furmint,91.5,14.5
148,Austria,Gelber Muskateller,88.57142857142857,26.047619047619047
149,Austria,Gelber Traminer,95.0,35.0
150,Austria,Gewürztraminer,89.33333333333333,21.0
151,Austria,Grauburgunder,89.28571428571429,29.8
152,Austria,Gros Manseng,89.0,25.0
153,Austria,Grüner Veltliner,90.11831442463533,28.41329479768786
154,Austria,Merlot,91.0,35.0
155,Austria,Morillon,89.5,31.0
156,Austria,Moscato,87.0,18.5
157,Austria,Muskat,88.66666666666667,13.0
158,Austria,Muskat Ottonel,87.81818181818181,12.444444444444445
159,Austria,Muskateller,86.0,23.0
160,Austria,Neuburger,90.72727272727273,24.714285714285715
161,Austria,Nielluciu,89.0,24.0
162,Austria,Orangetraube,90.0,22.0
163,Austria,Pinot Blanc,89.375,26.458333333333332
164,Austria,Pinot Blanc-Chardonnay,90.0,23.0
165,Austria,Pinot Gris,90.06666666666666,24.7
166,Austria,Pinot Noir,90.15151515151516,37.036144578313255
167,Austria,Red Blend,89.91304347826087,34.78048780487805
168,Austria,Riesling,91.42857142857143,37.90447154471545
169,Austria,Rosenmuskateller,92.5,150.0
170,Austria,Rosé,88.0,15.39655172413793
171,Austria,Roter Traminer,89.8,30.333333333333332
172,Austria,Roter Veltliner,90.07692307692308,37.125
173,Austria,Rotgipfler,89.5,27.2
174,Austria,Sauvignon,89.0,26.0
175,Austria,Sauvignon Blanc,89.5,29.387096774193548
176,Austria,Sauvignon Blanc-Chardonnay,91.0,34.5
177,Austria,Scheurebe,91.8,58.69230769230769
178,Austria,Shiraz,91.0,45.0
179,Austria,Sparkling Blend,89.13207547169812,29.846153846153847
180,Austria,St. Laurent,89.82954545454545,30.676056338028168
181,Austria,Syrah,89.0,13.0
182,Austria,Sämling,91.2,35.5
183,Austria,Traminer,89.47368421052632,32.75
184,Austria,Weissburgunder,89.57575757575758,25.68
185,Austria,Welschriesling,89.63636363636364,30.19047619047619
186,Austria,White Blend,89.94285714285714,31.392857142857142
187,Austria,Zierfandler,90.1875,32.583333333333336
188,Austria,Zierfandler-Rotgipfler,90.4,23.75
189,Austria,Zweigelt,88.29353233830845,21.24137931034483
190,Chile,Bordeaux-style Red Blend,90.13513513513513,51.513513513513516
191,Chile,Cabernet Blend,88.96428571428571,50.32142857142857
192,Chile,Cabernet Franc,87.23684210526316,23.91891891891892
193,Chile,Cabernet Franc-Carmenère,86.0,12.0
194,Chile,Cabernet Sauvignon,86.6887159533074,20.023560209424083
195,Chile,Cabernet Sauvignon-Cabernet Franc,89.6,28.0
196,Chile,Cabernet Sauvignon-Carmenère,87.30952380952381,23.487179487179485
197,Chile,Cabernet Sauvignon-Malbec,85.66666666666667,16.333333333333332
198,Chile,Cabernet Sauvignon-Merlot,85.9,18.4
199,Chile,Cabernet Sauvignon-Syrah,86.58333333333333,18.208333333333332
200,Chile,Carignan,87.93617021276596,24.340425531914892
201,Chile,Carmenère,86.45714285714286,20.30888030888031
202,Chile,Carmenère-Cabernet Sauvignon,88.125,27.142857142857142
203,Chile,Carmenère-Syrah,87.14285714285714,23.0
204,Chile,Champagne Blend,83.0,15.0
205,Chile,Chardonnay,85.13372093023256,15.24705882352941
206,Chile,Chardonnay-Viognier,83.5,12.0
207,Chile,Cinsault,88.5,26.75
208,Chile,Gewürztraminer,84.85,14.5
209,Chile,Gewürztraminer-Riesling,88.0,11.0
210,Chile,Malbec,86.59154929577464,19.02112676056338
211,Chile,Malbec-Cabernet Sauvignon,86.0,15.0
212,Chile,Malbec-Carménère,91.0,43.0
213,Chile,Malbec-Syrah,84.0,13.0
214,Chile,Merlot,85.24418604651163,12.92578125
215,Chile,Merlot-Cabernet,86.0,15.0
216,Chile,Moscatel,88.0,13.0
217,Chile,Moscato,80.75,7.0
218,Chile,Mourvèdre,92.0,30.0
219,Chile,Muscat,85.25,21.666666666666668
220,Chile,Muscat d'Alexandrie,84.0,15.0
221,Chile,Muscatel,88.0,15.0
222,Chile,País,83.0,18.0
223,Chile,Pedro Ximénez,84.14285714285714,10.714285714285714
224,Chile,Petit Verdot,88.83333333333333,52.166666666666664
225,Chile,Petite Sirah,87.75,31.25
226,Chile,Pinot Grigio,83.0,11.8
227,Chile,Pinot Noir,85.91735537190083,19.10335195530726
228,Chile,Pinot Noir-Syrah,83.0,12.0
229,Chile,Red Blend,88.9437652811736,39.772277227722775
230,Chile,Rhône-style Red Blend,90.0,23.0
231,Chile,Rhône-style White Blend,87.0,15.0
232,Chile,Riesling,86.16666666666667,16.454545454545453
233,Chile,Rosé,84.25,12.930232558139535
234,Chile,Sauvignon Blanc,85.97950219619327,14.020740740740742
235,Chile,Sauvignon Blanc-Semillon,88.0,12.0
236,Chile,Sauvignon Gris,84.6,18.77777777777778
237,Chile,Shiraz,86.3913043478261,18.136363636363637
238,Chile,Shiraz-Cabernet Sauvignon,83.0,9.0
239,Chile,Sparkling Blend,84.64285714285714,22.0
240,Chile,Syrah,88.00732600732601,28.462962962962962
241,Chile,Syrah-Cabernet,87.33333333333333,17.333333333333332
242,Chile,Syrah-Cabernet Franc,91.0,60.0
243,Chile,Syrah-Cabernet Sauvignon,87.0,24.166666666666668
244,Chile,Syrah-Carignan,92.0,35.0
245,Chile,Syrah-Merlot,89.0,20.0
246,Chile,Sémillon,87.0,16.0
247,Chile,Tempranillo,85.5,18.0
248,Chile,Torontel,92.0,40.0
249,Chile,Viognier,84.73913043478261,13.130434782608695
250,Chile,Viognier-Chardonnay,84.0,14.6
251,Chile,White Blend,84.37037037037037,15.814814814814815
252,France,Abouriou,89.0,15.0
253,France,Aligoté,86.15,18.894736842105264
254,France,Alsace white blend,90.23529411764706,29.571428571428573
255,France,Altesse,88.75,17.875
256,France,Auxerrois,88.46153846153847,23.0
258,France,Bordeaux-style Red Blend,88.82137566137565,40.89631263788213
259,France,Bordeaux-style White Blend,88.70421155729677,34.99076923076923
260,France,Braucol,90.6,27.0
261,France,Cabernet,85.0,13.0
262,France,Cabernet Blend,84.0,13.0
263,France,Cabernet Franc,88.47976878612717,24.868613138686133
264,France,Cabernet Franc-Cabernet Sauvignon,89.72727272727273,24.9
265,France,Cabernet Merlot,85.0,12.0
266,France,Cabernet Sauvignon,85.43859649122807,18.037735849056602
267,France,Cabernet Sauvignon-Merlot,85.0,9.666666666666666
268,France,Cabernet Sauvignon-Syrah,88.0,13.5
269,France,Cabernet-Syrah,89.33333333333333,29.8
270,France,Carcajolu,88.0,21.0
271,France,Carignan,87.6,20.4
272,France,Carignan-Grenache,90.0,17.0
273,France,Carignan-Syrah,91.0,59.0
274,France,Champagne Blend,89.9597747385358,76.69622641509434
275,France,Chardonnay,89.26103988603988,57.275336322869954
276,France,Chardonnay-Pinot Gris,85.0,17.0
277,France,Chardonnay-Sauvignon,86.66666666666667,15.333333333333334
278,France,Chardonnay-Sauvignon Blanc,88.0,16.0
279,France,Chardonnay-Viognier,86.46153846153847,15.181818181818182
280,France,Chasselas,88.66666666666667,20.8
281,France,Chenin Blanc,89.22592592592592,27.804444444444446
282,France,Chenin Blanc-Chardonnay,88.46428571428571,16.818181818181817
283,France,Cinsault,86.0,14.333333333333334
284,France,Clairette,88.0,12.0
285,France,Colombard,85.66666666666667,9.636363636363637
286,France,Colombard-Sauvignon Blanc,85.38888888888889,11.0
287,France,Colombard-Ugni Blanc,85.125,10.25
288,France,Duras,88.42857142857143,21.333333333333332
289,France,Edelzwicker,90.0,19.0
291,France,Fer Servadou,87.0,16.5
292,France,Folle Blanche,85.0,16.0
293,France,G-S-M,89.0,22.833333333333332
294,France,Gamay,88.03725490196078,20.643028846153847
295,France,Gamay Noir,87.0,18.5
296,France,Gewürztraminer,89.49369747899159,34.33018867924528
297,France,Grenache,87.55555555555556,28.53846153846154
298,France,Grenache Blanc,90.66666666666667,35.5
299,France,Grenache Gris,87.0,22.0
300,France,Grenache Noir,86.0,9.0
301,France,Grenache-Carignan,89.5,20.0
302,France,Grenache-Mourvèdre,92.0,60.0
303,France,Grenache-Syrah,87.7,18.45
304,France,Grolleau,87.33333333333333,39.333333333333336
305,France,Gros Manseng,88.04166666666667,17.714285714285715
306,France,Gros Plant,86.0,16.0
307,France,Gros and Petit Manseng,89.70588235294117,20.928571428571427
308,France,Jacquère,87.5,16.869565217391305
309,France,Loin de l'Oeil,91.33333333333333,27.333333333333332
310,France,Malbec,89.55902004454343,33.54814814814815
312,France,Malbec-Cabernet Franc,85.0,30.0
313,France,Malbec-Merlot,88.5,18.90277777777778
314,France,Malbec-Tannat,92.27272727272727,30.272727272727273
315,France,Mansois,87.25,17.0
316,France,Marsanne,88.85714285714286,44.476190476190474
317,France,Marsanne-Roussanne,88.66666666666667,41.666666666666664
318,France,Marselan,87.0,12.0
319,France,Mauzac,87.71428571428571,18.0
320,France,Melon,88.46594982078852,17.179166666666667
321,France,Merlot,86.68695652173913,24.5
322,France,Merlot-Cabernet,88.0,12.0
323,France,Merlot-Cabernet Franc,88.0,23.0
324,France,Merlot-Cabernet Sauvignon,86.71428571428571,12.714285714285714
325,France,Merlot-Grenache,89.0,10.0
326,France,Merlot-Malbec,86.5,13.5
327,France,Merlot-Tannat,89.33333333333333,18.333333333333332
328,France,Mondeuse,86.91666666666667,21.0
329,France,Moscato,85.5,7.5
330,France,Mourvèdre,91.33333333333333,41.0
331,France,Muscadel,88.0,30.0
332,France,Muscadelle,90.25,37.5
333,France,Muscat,89.28571428571429,30.636363636363637
334,France,Muscat Blanc à Petits Grains,85.5,12.0
335,France,Muscat d'Alexandrie,88.0,16.0
336,France,Negrette,88.0,18.857142857142858
337,France,Nielluciu,89.0,23.0
338,France,Ondenc,90.0,15.0
339,France,Petit Courbu,88.0,19.0
340,France,Petit Manseng,91.94444444444444,32.96551724137931
342,France,Petit Verdot,92.0,40.0
343,France,Petite Verdot,84.0,25.0
344,France,Picpoul,86.2,13.555555555555555
345,France,Pinot Auxerrois,87.0,26.181818181818183
346,France,Pinot Blanc,87.0625,20.054794520547944
347,France,Pinot Blanc-Chardonnay,87.5,25.0
348,France,Pinot Gris,89.63318777292577,33.443627450980394
349,France,Pinot Meunier,90.33333333333333,70.70588235294117
350,France,Pinot Noir,89.75432349949135,81.8521573604061
351,France,Pinot Noir-Gamay,85.47058823529412,18.4375
352,France,Poulsard,87.33333333333333,26.0
353,France,Provence red blend,89.953125,29.93220338983051
354,France,Provence white blend,88.0,23.647058823529413
355,France,Prunelard,91.0,23.0
356,France,Red Blend,88.20723684210526,22.288888888888888
357,France,Rhône-style Red Blend,88.91093117408907,32.94126284875183
358,France,Rhône-style White Blend,88.30964467005076,38.068062827225134
359,France,Riesling,90.42618384401115,32.391975308641975
360,France,Rolle,88.25,22.25
361,France,Romorantin,90.66666666666667,23.333333333333332
362,France,Rosé,87.22412896515861,19.478981645944344
363,France,Roussanne,89.0909090909091,31.09090909090909
364,France,Roussanne-Marsanne,91.0,40.0
365,France,Sacy,86.5,19.0
366,France,Sauvignon,89.0,21.666666666666668
367,France,Sauvignon Blanc,88.35798499464094,26.631067961165048
368,France,Sauvignon Blanc-Chardonnay,88.0,18.0
370,France,Sauvignon Blanc-Semillon,86.0,12.0
371,France,Sauvignon Gris,87.0,14.0
372,France,Sauvignon-Sémillon,86.0,12.0
373,France,Savagnin,89.7,48.15384615384615
374,France,Sciaccerellu,88.8,37.333333333333336
375,France,Semillon-Sauvignon Blanc,86.0,15.0
376,France,Shiraz,87.5,21.0
377,France,Sparkling Blend,87.78851174934726,22.498533724340177
378,France,Sylvaner,88.125,21.545454545454547
379,France,Syrah,89.8719512195122,56.4
380,France,Syrah-Cabernet,86.0,24.0
381,France,Syrah-Carignan,89.0,18.666666666666668
382,France,Syrah-Grenache,88.8,17.214285714285715
383,France,Syrah-Merlot,86.0,11.0
384,France,Syrah-Mourvèdre,90.5,20.5
385,France,Syrah-Viognier,89.5,66.0
386,France,Sémillon,86.83333333333333,15.166666666666666
387,France,Tannat,91.50847457627118,36.35294117647059
388,France,Tannat-Cabernet,90.45161290322581,20.5
389,France,Tannat-Cabernet Franc,91.07142857142857,21.714285714285715
390,France,Tannat-Merlot,89.0,19.333333333333332
391,France,Tannat-Syrah,87.0,10.0
392,France,Tokay Pinot Gris,89.0,30.0
393,France,Trousseau,87.0,33.2
394,France,Ugni Blanc-Colombard,85.77777777777777,10.88888888888889
396,France,Vermentino,87.64,24.235294117647058
397,France,Viognier,89.22727272727273,55.625
398,France,Viognier-Chardonnay,88.0,17.0
399,France,White Blend,87.25882352941177,18.835616438356166
400,Germany,Auxerrois,89.0,19.5
402,Germany,Chardonnay,89.4,27.6
403,Germany,Chardonnay Weissburgunder,90.0,25.0
404,Germany,Chardonnay-Pinot Blanc,87.0,25.0
405,Germany,Dornfelder,85.9090909090909,12.863636363636363
406,Germany,Elbling,87.75,16.0
407,Germany,Früburgunder,90.0,40.0
408,Germany,Gewürztraminer,87.94594594594595,16.43243243243243
409,Germany,Gewürztraminer-Riesling,86.0,25.0
410,Germany,Grauburgunder,88.16666666666667,20.166666666666668
411,Germany,Lemberger,87.8,35.0
412,Germany,Muskateller,87.0,26.75
413,Germany,Müller-Thurgau,90.0,19.0
414,Germany,Pinot Blanc,88.86363636363636,20.238095238095237
415,Germany,Pinot Grigio,88.0,13.0
416,Germany,Pinot Gris,87.63636363636364,20.0
417,Germany,Pinot Noir,89.43636363636364,31.381818181818183
418,Germany,Red Blend,86.75,20.125
419,Germany,Rieslaner,89.66666666666667,39.0
420,Germany,Riesling,90.09497206703911,44.26282782212087
421,Germany,Rivaner,86.5,17.0
422,Germany,Rosé,88.66666666666667,20.90909090909091
423,Germany,Scheurebe,88.25,20.125
424,Germany,Schwartzriesling,90.0,25.0
425,Germany,Silvaner,88.5945945945946,46.888888888888886
426,Germany,Silvaner-Traminer,86.0,25.0
427,Germany,Sparkling Blend,88.35714285714286,25.0
428,Germany,Spätburgunder,90.02777777777777,60.97142857142857
429,Germany,St. Laurent,87.33333333333333,37.666666666666664
430,Germany,Traminer,88.0,48.0
431,Germany,Trollinger,90.5,21.5
432,Germany,Weissburgunder,89.35714285714286,27.071428571428573
433,Germany,White Blend,87.66666666666667,16.11111111111111
434,Italy,Aglianico,89.31686046511628,39.28673835125448
435,Italy,Albana,89.6086956521739,23.473684210526315
436,Italy,Albanello,86.0,20.0
437,Italy,Albarossa,88.0,40.0
438,Italy,Aleatico,86.6,39.75
439,Italy,Alicante,87.4,23.0
440,Italy,Ansonica,86.5,26.0
441,Italy,Arneis,87.12676056338029,20.584615384615386
442,Italy,Asprinio,84.0,15.0
443,Italy,Barbera,87.8643006263048,25.189333333333334
444,Italy,Biancale,85.0,18.0
445,Italy,Biancolella,85.0,26.0
446,Italy,Bombino Bianco,87.0,30.0
447,Italy,Bombino Nero,87.0,11.0
448,Italy,Bordeaux-style Red Blend,89.5,56.5
449,Italy,Bovale,89.75,30.0
450,Italy,Brachetto,83.8,17.8
451,Italy,Cabernet,87.14285714285714,13.4
452,Italy,Cabernet Blend,88.33333333333333,46.666666666666664
453,Italy,Cabernet Franc,91.0,86.25
454,Italy,Cabernet Sauvignon,89.13740458015268,44.04237288135593
455,Italy,Cabernet Sauvignon-Merlot,92.0,61.5
456,Italy,Cabernet Sauvignon-Shiraz,86.0,10.0
457,Italy,Canaiolo,88.33333333333333,40.666666666666664
458,Italy,Cannonau,87.96774193548387,25.25
459,Italy,Caprettone,92.0,19.0
460,Italy,Carignano,90.06666666666666,36.785714285714285
461,Italy,Carmenère,90.0,40.0
462,Italy,Carricante,89.83783783783784,40.4054054054054
463,Italy,Casavecchia,87.0,46.4
464,Italy,Catalanesca,89.0,19.0
465,Italy,Catarratto,86.79310344827586,20.16
466,Italy,Centesimino,92.0,36.0
467,Italy,Cesanese,90.0,20.0
468,Italy,Cesanese d'Affile,88.125,22.125
469,Italy,Champagne Blend,87.8,24.9
470,Italy,Chardonnay,88.17964071856288,31.794871794871796
471,Italy,Ciliegiolo,87.66666666666667,30.666666666666668
472,Italy,Cococciola,86.0,20.0
473,Italy,Coda di Volpe,85.22222222222223,19.666666666666668
474,Italy,Colorino,86.0,40.0
475,Italy,Cortese,86.49295774647888,21.796875
476,Italy,Corvina,88.5909090909091,43.3
477,Italy,"Corvina, Rondinella, Molinara",88.24394184168013,47.90725806451613
478,Italy,Dolcetto,87.14615384615385,19.991525423728813
479,Italy,Durella,89.66666666666667,31.11111111111111
480,Italy,Erbaluce,88.0,28.666666666666668
481,Italy,Falanghina,87.22988505747126,20.794520547945204
482,Italy,Favorita,90.0,40.0
483,Italy,Fiano,88.21830985915493,28.05785123966942
484,Italy,Francisa,91.0,160.0
485,Italy,Franconia,86.0,16.0
486,Italy,Frappato,87.58974358974359,22.5
487,Italy,Freisa,86.5,21.0
488,Italy,Friulano,87.91803278688525,23.714285714285715
489,Italy,Gaglioppo,86.66666666666667,21.214285714285715
490,Italy,Garganega,87.63703703703703,20.646788990825687
491,Italy,Gewürztraminer,88.45652173913044,31.133333333333333
492,Italy,Glera,87.24400564174894,20.117549668874172
493,Italy,Gragnano,82.5,16.5
494,Italy,Grecanico,87.33333333333333,21.142857142857142
495,Italy,Grechetto,86.6,16.818181818181817
496,Italy,Greco,88.45833333333333,26.636363636363637
497,Italy,Greco Bianco,86.33333333333333,16.5
498,Italy,Grenache,90.0,230.0
499,Italy,Grignolino,86.0,17.0
500,Italy,Grillo,87.0,17.798165137614678
501,Italy,Groppello,87.0,23.0
502,Italy,Grüner Veltliner,88.4,24.0
503,Italy,Incrocio Manzoni,88.0,26.333333333333332
504,Italy,Insolia,86.51515151515152,16.884615384615383
505,Italy,Inzolia,86.0,14.925925925925926
506,Italy,Kerner,88.76923076923077,23.28
507,Italy,Lagrein,88.65753424657534,32.63380281690141
508,Italy,Lambrusco,84.72,15.666666666666666
509,Italy,Lambrusco Grasparossa,87.44444444444444,18.25
510,Italy,Lambrusco Salamino,88.66666666666667,20.0
511,Italy,Lambrusco di Sorbara,89.63157894736842,20.529411764705884
512,Italy,Magliocco,89.0,30.0
513,Italy,Malbec,89.0,30.0
514,Italy,Malvar,88.0,35.0
515,Italy,Malvasia,87.29629629629629,27.541666666666668
516,Italy,Malvasia Bianca,88.0,26.0
517,Italy,Malvasia Istriana,85.33333333333333,18.5
518,Italy,Malvasia Nera,87.16666666666667,39.333333333333336
519,Italy,Malvasia di Candia,87.0,22.5
520,Italy,Mantonico,87.71428571428571,27.8
521,Italy,Manzoni,86.875,22.6
522,Italy,Marzemino,86.33333333333333,52.333333333333336
523,Italy,Merlot,89.48,92.76086956521739
524,Italy,Merlot-Cabernet,86.0,19.0
525,Italy,Molinara,87.0,25.0
526,Italy,Mondeuse,89.5,48.0
527,Italy,Monica,86.5,16.0
528,Italy,Montepulciano,86.765625,24.724719101123597
529,Italy,Moscadello,90.0,40.0
530,Italy,Moscato,86.84210526315789,21.08641975308642
531,Italy,Moscato Giallo,87.0,23.083333333333332
532,Italy,Moscato Rosa,90.0,33.5
533,Italy,Moscato di Noto,92.0,40.0
534,Italy,Muscat,86.0,10.0
535,Italy,Müller-Thurgau,87.42424242424242,22.393939393939394
536,Italy,Nascetta,87.71428571428571,27.0
537,Italy,Nasco,90.5,37.5
538,Italy,Nebbiolo,90.30555555555556,66.44724061810155
539,Italy,Negroamaro,86.73417721518987,18.47945205479452
540,Italy,Nerello Cappuccio,89.83333333333333,36.833333333333336
541,Italy,Nerello Mascalese,89.68376068376068,41.14414414414414
542,Italy,Nero d'Avola,87.4432132963989,23.263975155279503
543,Italy,Nero di Troia,87.63157894736842,28.444444444444443
544,Italy,Nosiola,88.125,30.875
545,Italy,Nuragus,88.33333333333333,16.0
546,Italy,Pallagrello,87.7,35.77777777777778
547,Italy,Pallagrello Bianco,87.6,31.6
